Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HY,AY,HR,AR,Season,HomeRank,AwayRank,HomePoints,AwayPoints,HomeW,AwayW,HomeGD,AwayGD,HomeGP,AwayGP,Sum_HomeY,Sum_AwayY,Sum_HomeR,Sum_AwayR,Stadium,Home_LastRank,Away_LastRank,Home_L5_GS,Home_L5_GC,Home_L5_Form_Pts,Away_L5_GS,Away_L5_GC,Away_L5_Form_Pts,Rank_Diff,LastRank_Diff,Form_Diff,GD_Diff,HomePPG,AwayPPG,PPG_Diff,HomeGDpg,AwayGDpg,GDpg_Diff,WeatherSeason
2018-08-25,,Benfica,Sp Lisbon,1.0,1.0,D,0.0,0.0,D,4.0,5.0,0.0,0.0,18-19,2,3,6,6,2,2,3.0,3.0,2,2,1.0,7.0,0.0,0.0,6,2.0,3.0,2.5,1.0,27.0,2.5,1.0,27.0,-1,-1.0,0.0,0.0,3.0,3.0,0.0,1.5,1.5,0.0,2
2018-08-24,,Maritimo,Chaves,2.0,1.0,H,0.0,1.0,A,4.0,4.0,0.0,0.0,18-19,11,12,3,3,1,1,-1.0,-3.0,2,2,3.0,5.0,0.0,1.0,5,7.0,6.0,1.0,1.5,12.0,1.0,2.5,15.0,-1,1.0,-3.0,2.0,1.5,1.5,0.0,-0.5,-1.5,1.0,2
2018-08-20,,Guimaraes,Feirense,0.0,1.0,A,0.0,0.0,D,1.0,3.0,0.0,0.0,18-19,16,5,0,3,0,1,-1.0,2.0,1,1,4.0,1.0,0.0,0.0,8,9.0,16.0,2.0,3.0,0.0,2.0,0.0,15.0,11,-7.0,-15.0,-3.0,0.0,3.0,-3.0,-1.0,2.0,-3.0,2
2018-08-19,,Santa Clara,Sp Braga,3.0,3.0,D,0.0,3.0,A,2.0,3.0,0.0,0.0,18-19,14,4,0,3,0,1,-1.0,2.0,1,1,3.0,1.0,0.0,0.0,19,19.0,4.0,0.0,1.0,0.0,4.0,2.0,15.0,10,15.0,-15.0,-3.0,0.0,3.0,-3.0,-1.0,2.0,-3.0,2
2018-08-19,,Rio Ave,Maritimo,3.0,1.0,H,2.0,0.0,H,1.0,3.0,0.0,0.0,18-19,17,7,0,3,0,1,-2.0,1.0,1,1,2.0,0.0,0.0,0.0,4,5.0,7.0,0.0,2.0,0.0,1.0,0.0,15.0,10,-2.0,-15.0,-3.0,0.0,3.0,-3.0,-2.0,1.0,-3.0,2
2018-08-19,,Nacional,Moreirense,1.0,2.0,A,0.0,1.0,A,0.0,5.0,0.0,0.0,18-19,15,16,0,0,0,0,-2.0,-2.0,1,1,3.0,5.0,0.0,0.0,18,19.0,14.0,2.0,4.0,0.0,1.0,3.0,0.0,-1,5.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,2
2018-08-19,,Belenenses,Porto,2.0,3.0,A,0.0,1.0,A,2.0,3.0,0.0,0.0,18-19,8,3,3,3,1,1,1.0,5.0,1,1,2.0,0.0,0.0,0.0,10,12.0,1.0,1.0,0.0,15.0,5.0,0.0,15.0,5,11.0,0.0,-4.0,3.0,3.0,0.0,1.0,5.0,-4.0,2
2018-08-18,,Sp Lisbon,Setubal,2.0,1.0,H,1.0,1.0,D,2.0,5.0,0.0,0.0,18-19,3,4,3,3,1,1,2.0,2.0,1,1,5.0,2.0,0.0,0.0,9,3.0,15.0,3.0,1.0,15.0,2.0,0.0,15.0,-1,-12.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,2
2018-08-18,,Chaves,Portimonense,2.0,0.0,H,2.0,0.0,H,3.0,4.0,0.0,0.0,18-19,18,16,0,0,0,0,-5.0,-2.0,1,1,2.0,1.0,1.0,0.0,16,6.0,10.0,0.0,5.0,0.0,0.0,2.0,0.0,2,-4.0,0.0,-3.0,0.0,0.0,0.0,-5.0,-2.0,-3.0,2
2018-08-18,,Boavista,Benfica,0.0,2.0,A,0.0,1.0,A,4.0,1.0,0.0,0.0,18-19,6,7,3,3,1,1,2.0,1.0,1,1,4.0,0.0,0.0,0.0,11,8.0,2.0,2.0,0.0,15.0,3.0,2.0,15.0,-1,6.0,0.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,2
2018-08-17,,Aves,Tondela,2.0,2.0,D,1.0,1.0,D,3.0,3.0,0.0,0.0,18-19,16,11,0,0,0,0,-2.0,-1.0,1,1,3.0,2.0,2.0,1.0,0,13.0,11.0,0.0,2.0,0.0,0.0,1.0,0.0,5,2.0,0.0,-1.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,2
2018-08-13,,Portimonense,Boavista,0.0,2.0,A,0.0,0.0,D,1.0,4.0,0.0,0.0,18-19,9,10,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-12,,Sp Braga,Nacional,4.0,2.0,H,2.0,2.0,D,1.0,3.0,0.0,0.0,18-19,8,12,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,14,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-12,,Moreirense,Sp Lisbon,1.0,3.0,A,1.0,1.0,D,5.0,5.0,0.0,0.0,18-19,7,11,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,12,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-12,,Maritimo,Santa Clara,1.0,0.0,H,0.0,0.0,D,0.0,3.0,0.0,0.0,18-19,6,14,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-12,,Feirense,Rio Ave,2.0,0.0,H,2.0,0.0,H,1.0,2.0,0.0,0.0,18-19,5,13,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-11,,Tondela,Belenenses,0.0,1.0,A,0.0,0.0,D,2.0,2.0,1.0,0.0,18-19,4,14,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,15,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-11,,Setubal,Aves,2.0,0.0,H,1.0,0.0,H,2.0,3.0,0.0,2.0,18-19,3,10,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-11,,Porto,Chaves,5.0,0.0,H,3.0,0.0,H,0.0,2.0,0.0,1.0,18-19,2,12,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,7,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-08-10,,Benfica,Guimaraes,3.0,2.0,H,3.0,0.0,H,0.0,4.0,0.0,0.0,18-19,1,18,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-17,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2018-05-13,,Setubal,Tondela,1.0,0.0,H,1.0,0.0,H,2.0,4.0,0.0,0.0,17-18,17,10,29,38,6,10,-24.0,-8.0,33,33,71.0,68.0,5.0,5.0,1,12.0,16.0,0.8,2.4,2.0,2.0,1.8,24.0,7,-4.0,-22.0,-16.0,0.8787878787878788,1.1515151515151516,-0.2727272727272728,-0.7272727272727273,-0.24242424242424243,-0.48484848484848486,1
2018-05-13,,Rio Ave,Sp Braga,1.0,0.0,H,1.0,0.0,H,2.0,4.0,0.0,0.0,17-18,5,4,48,75,14,24,-3.0,46.0,33,33,81.0,74.0,7.0,1.0,4,7.0,19.0,0.8,1.4,19.0,2.2,0.8,33.0,1,-12.0,-14.0,-49.0,1.4545454545454546,2.272727272727273,-0.8181818181818183,-0.09090909090909091,1.393939393939394,-1.4848484848484849,1
2018-05-13,,Portimonense,Pacos Ferreira,3.0,1.0,H,1.0,0.0,H,2.0,3.0,0.0,0.0,17-18,12,16,35,30,9,7,-10.0,-24.0,33,33,69.0,93.0,5.0,8.0,3,19.0,13.0,1.2,2.0,1.0,0.4,1.8,8.0,-4,6.0,-7.0,14.0,1.0606060606060606,0.9090909090909091,0.1515151515151515,-0.30303030303030304,-0.7272727272727273,0.42424242424242425,1
2018-05-13,,Maritimo,Sp Lisbon,2.0,1.0,H,1.0,1.0,D,0.0,0.0,0.0,0.0,17-18,8,3,44,78,12,24,-14.0,40.0,33,33,81.0,71.0,8.0,4.0,5,6.0,3.0,0.6,1.8,3.0,1.8,0.8,35.0,5,3.0,-32.0,-54.0,1.3333333333333333,2.3636363636363638,-1.0303030303030305,-0.42424242424242425,1.2121212121212122,-1.6363636363636365,1
2018-05-13,,Feirense,Estoril,0.0,0.0,D,0.0,0.0,D,2.0,1.0,0.0,1.0,17-18,15,18,30,29,9,8,-16.0,-32.0,33,33,102.0,75.0,5.0,6.0,2,8.0,10.0,1.4,1.2,22.0,1.0,1.0,22.0,-3,-2.0,0.0,16.0,0.9090909090909091,0.8787878787878788,0.030303030303030276,-0.48484848484848486,-0.9696969696969697,0.48484848484848486,1
2018-05-13,,Benfica,Moreirense,1.0,0.0,H,0.0,0.0,D,3.0,4.0,0.0,0.0,17-18,2,14,78,32,24,8,57.0,-20.0,33,33,57.0,89.0,1.0,7.0,6,1.0,15.0,1.2,1.2,17.0,0.8,1.2,14.0,-12,-14.0,3.0,77.0,2.3636363636363638,0.9696969696969697,1.393939393939394,1.7272727272727273,-0.6060606060606061,2.3333333333333335,1
2018-05-12,,Guimaraes,Porto,0.0,1.0,A,0.0,0.0,D,1.0,0.0,0.0,0.0,17-18,8,1,43,85,13,27,-10.0,63.0,33,33,76.0,67.0,6.0,2.0,8,4.0,2.0,2.0,0.8,32.0,2.2,0.4,45.0,7,2.0,-13.0,-73.0,1.303030303030303,2.5757575757575757,-1.2727272727272727,-0.30303030303030304,1.9090909090909092,-2.2121212121212124,1
2018-05-12,,Boavista,Belenenses,1.0,0.0,H,1.0,0.0,H,3.0,4.0,0.0,1.0,17-18,9,11,42,37,12,9,-10.0,-12.0,33,33,90.0,75.0,2.0,7.0,11,9.0,14.0,1.0,1.2,19.0,1.6,1.8,19.0,-2,-5.0,0.0,2.0,1.2727272727272727,1.121212121212121,0.1515151515151516,-0.30303030303030304,-0.36363636363636365,0.06060606060606061,1
2018-05-11,,Aves,Chaves,2.0,3.0,A,2.0,1.0,H,2.0,2.0,0.0,0.0,17-18,13,6,34,44,9,12,-14.0,-9.0,33,33,72.0,55.0,3.0,3.0,0,19.0,11.0,1.0,1.0,33.0,2.2,1.6,27.0,7,8.0,6.0,-5.0,1.0303030303030303,1.3333333333333333,-0.303030303030303,-0.42424242424242425,-0.2727272727272727,-0.15151515151515155,1
2018-05-07,,Pacos Ferreira,Rio Ave,0.0,0.0,D,0.0,0.0,D,3.0,3.0,0.0,0.0,17-18,16,5,29,47,7,14,-24.0,-3.0,32,32,90.0,78.0,8.0,7.0,13,13.0,7.0,0.8,1.8,7.0,1.2,1.4,21.0,11,6.0,-14.0,-21.0,0.90625,1.46875,-0.5625,-0.75,-0.09375,-0.65625,1
2018-05-06,,Porto,Feirense,2.0,1.0,H,1.0,0.0,H,1.0,3.0,0.0,0.0,17-18,1,15,82,30,26,9,62.0,-15.0,32,32,66.0,99.0,2.0,5.0,7,2.0,8.0,1.8,0.6,42.0,1.4,1.6,29.0,-14,-6.0,13.0,77.0,2.5625,0.9375,1.625,1.9375,-0.46875,2.40625,1
2018-05-06,,Moreirense,Aves,0.0,3.0,A,0.0,1.0,A,2.0,1.0,0.0,0.0,17-18,13,14,32,31,8,8,-17.0,-17.0,32,32,87.0,71.0,7.0,3.0,12,15.0,19.0,1.4,1.4,21.0,0.6,1.8,24.0,-1,-4.0,-3.0,0.0,1.0,0.96875,0.03125,-0.53125,-0.53125,0.0,1
2018-05-06,,Estoril,Setubal,2.0,1.0,H,1.0,0.0,H,4.0,1.0,0.0,0.0,17-18,18,16,26,29,7,6,-33.0,-23.0,32,32,71.0,70.0,6.0,5.0,17,10.0,12.0,0.6,1.2,11.0,1.4,2.2,6.0,2,-2.0,5.0,-10.0,0.8125,0.90625,-0.09375,-1.03125,-0.71875,-0.3125,1
2018-05-06,,Chaves,Maritimo,4.0,1.0,H,2.0,1.0,H,1.0,3.0,0.0,0.0,17-18,9,6,41,44,11,12,-12.0,-11.0,32,32,54.0,78.0,3.0,8.0,16,11.0,6.0,1.4,1.8,17.0,1.2,1.2,8.0,3,5.0,9.0,-1.0,1.28125,1.375,-0.09375,-0.375,-0.34375,-0.03125,1
2018-05-05,,Tondela,Guimaraes,1.0,4.0,A,1.0,2.0,A,1.0,2.0,0.0,0.0,17-18,10,9,38,40,10,12,-5.0,-13.0,32,32,67.0,74.0,5.0,6.0,15,16.0,4.0,2.0,1.2,33.0,1.2,1.0,24.0,1,12.0,9.0,8.0,1.1875,1.25,-0.0625,-0.15625,-0.40625,0.25,1
2018-05-05,,Sp Lisbon,Benfica,0.0,0.0,D,0.0,0.0,D,3.0,1.0,0.0,0.0,17-18,3,2,77,77,24,24,40.0,57.0,32,32,68.0,56.0,4.0,1.0,9,3.0,1.0,1.8,1.0,42.0,1.6,1.2,21.0,1,2.0,21.0,-17.0,2.40625,2.40625,0.0,1.25,1.78125,-0.53125,1
2018-05-05,,Belenenses,Portimonense,3.0,2.0,H,1.0,2.0,A,1.0,4.0,0.0,0.0,17-18,12,11,34,35,8,9,-13.0,-9.0,32,32,74.0,65.0,7.0,5.0,10,14.0,19.0,1.4,1.4,9.0,1.6,2.0,5.0,1,-5.0,4.0,-4.0,1.0625,1.09375,-0.03125,-0.40625,-0.28125,-0.125,1
2018-05-04,,Sp Braga,Boavista,1.0,1.0,D,0.0,1.0,A,1.0,3.0,0.0,1.0,17-18,4,7,74,41,24,12,46.0,-10.0,32,32,73.0,87.0,1.0,1.0,14,19.0,9.0,2.2,0.6,41.0,1.0,1.2,19.0,-3,10.0,22.0,56.0,2.3125,1.28125,1.03125,1.4375,-0.3125,1.75,1
2018-04-30,,Aves,Estoril,1.0,0.0,H,0.0,0.0,D,3.0,3.0,0.0,0.0,17-18,17,18,28,26,7,7,-18.0,-32.0,31,31,68.0,68.0,3.0,6.0,0,19.0,10.0,0.6,2.2,12.0,0.8,1.2,16.0,-1,9.0,-4.0,14.0,0.9032258064516129,0.8387096774193549,0.06451612903225801,-0.5806451612903226,-1.032258064516129,0.4516129032258064,1
2018-04-29,,Rio Ave,Chaves,2.0,1.0,H,0.0,0.0,D,7.0,4.0,0.0,2.0,17-18,5,7,44,41,13,11,-4.0,-11.0,31,31,71.0,50.0,7.0,1.0,4,7.0,11.0,0.8,1.6,10.0,1.4,2.2,22.0,-2,-4.0,-12.0,7.0,1.4193548387096775,1.3225806451612903,0.09677419354838723,-0.12903225806451613,-0.3548387096774194,0.22580645161290325,1
2018-04-29,,Maritimo,Porto,0.0,1.0,A,0.0,0.0,D,3.0,3.0,2.0,0.0,17-18,6,1,44,79,12,25,-10.0,61.0,31,31,75.0,63.0,6.0,2.0,5,6.0,2.0,1.6,1.2,16.0,2.0,0.6,39.0,5,4.0,-23.0,-71.0,1.4193548387096775,2.5483870967741935,-1.129032258064516,-0.3225806451612903,1.967741935483871,-2.2903225806451615,1
2018-04-29,,Boavista,Pacos Ferreira,1.0,0.0,H,0.0,0.0,D,2.0,3.0,0.0,0.0,17-18,10,15,38,29,11,7,-11.0,-23.0,31,31,85.0,87.0,1.0,8.0,11,9.0,13.0,0.8,1.6,6.0,1.0,1.8,12.0,-5,-4.0,-6.0,12.0,1.2258064516129032,0.9354838709677419,0.29032258064516137,-0.3548387096774194,-0.7419354838709677,0.3870967741935484,1
2018-04-29,,Belenenses,Sp Braga,0.0,1.0,A,0.0,0.0,D,1.0,2.0,0.0,0.0,17-18,12,4,34,71,8,23,-12.0,45.0,31,31,73.0,71.0,7.0,1.0,10,14.0,19.0,1.6,1.6,14.0,2.8,0.8,39.0,8,-5.0,-25.0,-57.0,1.096774193548387,2.2903225806451615,-1.1935483870967745,-0.3870967741935484,1.4516129032258065,-1.838709677419355,1
2018-04-28,,Setubal,Feirense,0.0,2.0,A,0.0,0.0,D,2.0,2.0,0.0,0.0,17-18,14,17,29,27,6,8,-21.0,-17.0,31,31,68.0,97.0,5.0,5.0,1,12.0,8.0,1.6,2.0,11.0,1.0,2.0,18.0,-3,4.0,-7.0,-4.0,0.9354838709677419,0.8709677419354839,0.06451612903225801,-0.6774193548387096,-0.5483870967741935,-0.12903225806451613,1
2018-04-28,,Portimonense,Sp Lisbon,1.0,2.0,A,1.0,1.0,D,0.0,1.0,0.0,0.0,17-18,11,3,35,74,9,23,-8.0,39.0,31,31,65.0,67.0,5.0,4.0,3,19.0,3.0,1.6,1.8,10.0,1.8,0.8,39.0,8,16.0,-29.0,-47.0,1.1290322580645162,2.3870967741935485,-1.2580645161290323,-0.25806451612903225,1.2580645161290323,-1.5161290322580645,1
2018-04-28,,Benfica,Tondela,2.0,3.0,A,1.0,2.0,A,2.0,3.0,0.0,0.0,17-18,2,10,77,35,24,9,58.0,-6.0,31,31,54.0,64.0,1.0,5.0,6,1.0,16.0,1.6,0.6,33.0,1.6,1.2,24.0,-8,-15.0,9.0,64.0,2.4838709677419355,1.1290322580645162,1.3548387096774193,1.8709677419354838,-0.1935483870967742,2.064516129032258,1
2018-04-27,,Guimaraes,Moreirense,1.0,0.0,H,0.0,0.0,D,0.0,0.0,0.0,0.0,17-18,9,13,37,32,11,8,-14.0,-16.0,31,31,74.0,87.0,6.0,7.0,8,4.0,15.0,1.4,1.2,16.0,1.8,1.4,31.0,-4,-11.0,-15.0,2.0,1.1935483870967742,1.032258064516129,0.16129032258064524,-0.45161290322580644,-0.5161290322580645,0.06451612903225806,1
2018-04-23,,Porto,Setubal,5.0,1.0,H,4.0,1.0,H,2.0,1.0,0.0,0.0,17-18,2,14,76,29,24,6,57.0,-17.0,30,30,61.0,67.0,2.0,5.0,7,2.0,12.0,1.0,0.6,33.0,1.8,1.8,16.0,-12,-10.0,17.0,74.0,2.533333333333333,0.9666666666666667,1.5666666666666664,1.9,-0.5666666666666667,2.466666666666667,1
2018-04-22,,Tondela,Aves,3.0,0.0,H,0.0,0.0,D,0.0,1.0,0.0,0.0,17-18,12,16,32,28,8,7,-9.0,-15.0,30,30,64.0,67.0,5.0,3.0,15,16.0,19.0,1.0,1.2,13.0,0.6,2.0,15.0,-4,-3.0,-2.0,6.0,1.0666666666666667,0.9333333333333333,0.1333333333333333,-0.3,-0.5,0.2,1
2018-04-22,,Sp Lisbon,Boavista,1.0,0.0,H,1.0,0.0,H,1.0,5.0,0.0,0.0,17-18,4,7,71,38,22,11,38.0,-10.0,30,30,66.0,80.0,4.0,1.0,9,3.0,9.0,2.0,1.0,36.0,1.0,1.4,11.0,-3,-6.0,25.0,48.0,2.3666666666666667,1.2666666666666666,1.1,1.2666666666666666,-0.3333333333333333,1.5999999999999999,1
2018-04-22,,Moreirense,Rio Ave,2.0,1.0,H,1.0,1.0,D,3.0,2.0,0.0,0.0,17-18,13,5,29,44,7,13,-17.0,-3.0,30,30,84.0,69.0,7.0,7.0,12,15.0,7.0,1.4,1.8,23.0,1.0,1.4,17.0,8,8.0,6.0,-14.0,0.9666666666666667,1.4666666666666666,-0.4999999999999999,-0.5666666666666667,-0.1,-0.4666666666666667,1
2018-04-22,,Chaves,Portimonense,2.0,1.0,H,0.0,0.0,D,1.0,1.0,0.0,0.0,17-18,8,10,38,35,10,9,-12.0,-7.0,30,30,49.0,64.0,1.0,5.0,16,11.0,19.0,1.2,2.4,9.0,1.8,1.6,18.0,-2,-8.0,-9.0,-5.0,1.2666666666666666,1.1666666666666667,0.09999999999999987,-0.4,-0.23333333333333334,-0.16666666666666669,1
2018-04-21,,Pacos Ferreira,Belenenses,1.0,1.0,D,1.0,0.0,H,2.0,1.0,1.0,0.0,17-18,16,11,28,33,7,8,-23.0,-12.0,30,30,85.0,72.0,7.0,7.0,13,13.0,14.0,1.0,1.6,14.0,1.4,1.4,14.0,5,-1.0,0.0,-11.0,0.9333333333333333,1.1,-0.16666666666666674,-0.7666666666666667,-0.4,-0.3666666666666667,1
2018-04-21,,Feirense,Guimaraes,2.0,1.0,H,1.0,1.0,D,2.0,3.0,0.0,0.0,17-18,18,9,24,37,7,11,-18.0,-13.0,30,30,95.0,71.0,5.0,6.0,2,8.0,4.0,0.8,2.2,4.0,1.4,1.2,23.0,9,4.0,-19.0,-5.0,0.8,1.2333333333333334,-0.43333333333333335,-0.6,-0.43333333333333335,-0.16666666666666663,1
2018-04-21,,Estoril,Benfica,1.0,2.0,A,0.0,1.0,A,4.0,3.0,0.0,0.0,17-18,17,2,26,74,7,23,-31.0,57.0,30,30,64.0,51.0,6.0,1.0,17,10.0,1.0,0.6,1.0,21.0,1.6,0.4,30.0,15,9.0,-9.0,-88.0,0.8666666666666667,2.466666666666667,-1.6,-1.0333333333333334,1.9,-2.9333333333333336,1
2018-04-20,,Sp Braga,Maritimo,2.0,0.0,H,0.0,0.0,D,2.0,3.0,0.0,0.0,17-18,4,6,68,44,22,12,43.0,-8.0,30,30,69.0,72.0,1.0,6.0,14,19.0,6.0,3.0,0.8,37.0,2.4,1.2,27.0,-2,13.0,10.0,51.0,2.2666666666666666,1.4666666666666666,0.8,1.4333333333333333,-0.26666666666666666,1.7,1
2018-04-16,,Rio Ave,Tondela,1.0,1.0,D,1.0,0.0,H,3.0,2.0,0.0,0.0,17-18,6,12,43,31,13,8,-3.0,-9.0,29,29,66.0,62.0,7.0,5.0,4,7.0,16.0,0.8,1.4,18.0,1.2,1.0,14.0,-6,-9.0,4.0,6.0,1.4827586206896552,1.0689655172413792,0.413793103448276,-0.10344827586206896,-0.3103448275862069,0.20689655172413796,1
2018-04-15,,Maritimo,Moreirense,1.0,1.0,D,0.0,0.0,D,2.0,2.0,0.0,0.0,17-18,6,15,43,28,12,7,-8.0,-17.0,29,29,70.0,82.0,6.0,7.0,5,6.0,15.0,2.2,2.0,32.0,1.6,1.6,27.0,-9,-9.0,5.0,9.0,1.4827586206896552,0.9655172413793104,0.5172413793103449,-0.27586206896551724,-0.5862068965517241,0.31034482758620685,1
2018-04-15,,Benfica,Porto,0.0,1.0,A,0.0,0.0,D,2.0,5.0,0.0,0.0,17-18,1,2,74,73,23,23,58.0,56.0,29,29,49.0,56.0,1.0,2.0,6,1.0,2.0,2.6,0.2,45.0,1.2,0.8,27.0,-1,-1.0,18.0,2.0,2.5517241379310347,2.5172413793103448,0.034482758620689946,2.0,1.9310344827586208,0.06896551724137923,1
2018-04-15,,Belenenses,Sp Lisbon,3.0,4.0,A,1.0,3.0,A,3.0,6.0,2.0,0.0,17-18,11,4,33,68,8,21,-11.0,37.0,29,29,69.0,60.0,5.0,4.0,10,14.0,3.0,0.8,0.6,20.0,1.4,0.8,30.0,7,11.0,-10.0,-48.0,1.1379310344827587,2.3448275862068964,-1.2068965517241377,-0.3793103448275862,1.2758620689655173,-1.6551724137931036,1
2018-04-14,,Portimonense,Estoril,0.0,1.0,A,0.0,1.0,A,1.0,3.0,0.0,1.0,17-18,10,18,35,23,9,6,-6.0,-32.0,29,29,63.0,61.0,5.0,5.0,3,19.0,10.0,1.8,2.0,26.0,0.4,2.2,8.0,-8,9.0,18.0,26.0,1.206896551724138,0.7931034482758621,0.4137931034482758,-0.20689655172413793,-1.103448275862069,0.896551724137931,1
2018-04-14,,Guimaraes,Setubal,1.0,1.0,D,1.0,1.0,D,2.0,3.0,0.0,0.0,17-18,9,14,36,28,11,6,-13.0,-17.0,29,29,69.0,64.0,6.0,5.0,8,4.0,12.0,1.2,1.0,25.0,1.8,1.6,18.0,-5,-8.0,7.0,4.0,1.2413793103448276,0.9655172413793104,0.27586206896551724,-0.4482758620689655,-0.5862068965517241,0.13793103448275856,1
2018-04-14,,Boavista,Chaves,3.0,3.0,D,2.0,1.0,H,4.0,2.0,0.0,0.0,17-18,7,8,37,37,11,10,-10.0,-12.0,29,29,76.0,47.0,1.0,1.0,11,9.0,11.0,0.4,1.4,10.0,0.6,2.2,5.0,-1,-2.0,5.0,2.0,1.2758620689655173,1.2758620689655173,0.0,-0.3448275862068966,-0.41379310344827586,0.06896551724137928,1
2018-04-14,,Aves,Feirense,1.0,0.0,H,1.0,0.0,H,4.0,2.0,0.0,0.0,17-18,16,17,25,24,6,7,-16.0,-17.0,29,29,63.0,93.0,3.0,5.0,0,19.0,8.0,1.0,2.0,3.0,1.4,2.0,8.0,-1,11.0,-5.0,1.0,0.8620689655172413,0.8275862068965517,0.03448275862068961,-0.5517241379310345,-0.5862068965517241,0.03448275862068961,1
2018-04-13,,Pacos Ferreira,Sp Braga,1.0,5.0,A,0.0,2.0,A,1.0,4.0,1.0,0.0,17-18,15,4,28,65,7,21,-19.0,39.0,29,29,84.0,65.0,6.0,1.0,13,13.0,19.0,0.8,1.0,21.0,3.2,0.6,35.0,11,-6.0,-14.0,-58.0,0.9655172413793104,2.2413793103448274,-1.275862068965517,-0.6551724137931034,1.3448275862068966,-2.0,1
2018-04-09,,Moreirense,Boavista,1.0,0.0,H,0.0,0.0,D,2.0,4.0,0.0,0.0,17-18,16,7,25,37,6,11,-18.0,-9.0,28,28,80.0,72.0,7.0,1.0,12,15.0,9.0,1.4,1.8,18.0,1.2,1.2,17.0,9,6.0,1.0,-9.0,0.8928571428571429,1.3214285714285714,-0.4285714285714285,-0.6428571428571429,-0.32142857142857145,-0.32142857142857145,1
2018-04-08,,Sp Lisbon,Pacos Ferreira,2.0,0.0,H,1.0,0.0,H,1.0,2.0,0.0,0.0,17-18,4,13,65,28,20,7,35.0,-17.0,28,28,59.0,82.0,4.0,6.0,9,3.0,13.0,1.2,0.8,24.0,1.0,1.2,28.0,-9,-10.0,-4.0,52.0,2.3214285714285716,1.0,1.3214285714285716,1.25,-0.6071428571428571,1.8571428571428572,1
2018-04-08,,Porto,Aves,2.0,0.0,H,2.0,0.0,H,0.0,2.0,0.0,0.0,17-18,2,15,70,25,22,6,54.0,-14.0,28,28,56.0,61.0,2.0,3.0,7,2.0,19.0,1.8,1.0,21.0,1.0,1.6,7.0,-13,-17.0,14.0,68.0,2.5,0.8928571428571429,1.6071428571428572,1.9285714285714286,-0.5,2.428571428571429,1
2018-04-08,,Chaves,Belenenses,1.0,1.0,D,0.0,0.0,D,2.0,3.0,0.0,0.0,17-18,8,11,36,32,10,8,-12.0,-11.0,28,28,45.0,66.0,1.0,5.0,16,11.0,14.0,0.8,2.0,3.0,0.8,0.4,23.0,-3,-3.0,-20.0,-1.0,1.2857142857142858,1.1428571428571428,0.14285714285714302,-0.42857142857142855,-0.39285714285714285,-0.0357142857142857,1
