Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HY,AY,HR,AR,Season,HomeRank,AwayRank,HomePoints,AwayPoints,HomeW,AwayW,HomeGD,AwayGD,HomeGP,AwayGP,Sum_HomeY,Sum_AwayY,Sum_HomeR,Sum_AwayR,Stadium,Home_LastRank,Away_LastRank,Home_L5_GS,Home_L5_GC,Home_L5_Form_Pts,Away_L5_GS,Away_L5_GC,Away_L5_Form_Pts,Rank_Diff,LastRank_Diff,Form_Diff,GD_Diff,HomePPG,AwayPPG,PPG_Diff,HomeGDpg,AwayGDpg,GDpg_Diff,WeatherSeason
2026-04-19,20:30,Sp Braga,Famalicao,2.0,2.0,D,1.0,1.0,D,2.0,5.0,0.0,0.0,25-26,4,5,52,47,15,13,28.0,11.0,28,29,59.0,77.0,3.0,2.0,14,4.0,7.0,1.4,1.0,32.0,1.4,0.8,27.0,-1,-3.0,5.0,17.0,1.8571428571428572,1.6206896551724137,0.2364532019704435,1.0,0.3793103448275862,0.6206896551724138,1
2026-04-19,20:30,Porto,Tondela,2.0,0.0,H,0.0,0.0,D,4.0,6.0,0.0,0.0,25-26,1,17,76,21,24,4,45.0,-25.0,29,28,69.0,74.0,2.0,3.0,7,3.0,19.0,2.4,1.2,35.0,0.8,2.0,9.0,-16,-16.0,26.0,70.0,2.6206896551724137,0.75,1.8706896551724137,1.5517241379310345,-0.8928571428571429,2.4445812807881775,1
2026-04-19,18:15,Sp Lisbon,Benfica,1.0,2.0,A,0.0,1.0,A,2.0,1.0,0.0,0.0,25-26,2,3,71,69,22,20,56.0,43.0,28,29,65.0,57.0,3.0,3.0,9,1.0,2.0,2.8,1.0,41.0,2.0,0.8,35.0,-1,-1.0,6.0,13.0,2.5357142857142856,2.3793103448275863,0.1564039408866993,2.0,1.4827586206896552,0.5172413793103448,1
2026-04-19,15:30,Arouca,Estrela,1.0,0.0,H,0.0,0.0,D,5.0,1.0,0.0,0.0,25-26,12,15,32,28,9,6,-21.0,-15.0,29,29,80.0,74.0,9.0,4.0,23,11.0,15.0,1.0,1.2,21.0,1.4,1.4,10.0,-3,-4.0,11.0,-6.0,1.103448275862069,0.9655172413793104,0.13793103448275856,-0.7241379310344828,-0.5172413793103449,-0.2068965517241379,1
2026-04-18,20:30,Gil Vicente,Guimaraes,0.0,1.0,A,0.0,0.0,D,2.0,2.0,0.0,0.0,25-26,6,8,46,36,12,10,14.0,-8.0,29,29,70.0,66.0,4.0,3.0,20,13.0,6.0,1.8,1.4,20.0,1.4,1.6,17.0,-2,7.0,3.0,22.0,1.5862068965517242,1.2413793103448276,0.3448275862068966,0.4827586206896552,-0.27586206896551724,0.7586206896551724,1
2026-04-18,18:00,Casa Pia,Santa Clara,0.0,0.0,D,0.0,0.0,D,3.0,2.0,0.0,0.0,25-26,16,14,25,28,5,7,-24.0,-11.0,28,29,78.0,85.0,2.0,4.0,25,9.0,5.0,0.6,1.8,7.0,1.2,1.2,18.0,2,4.0,-11.0,-13.0,0.8928571428571429,0.9655172413793104,-0.07266009852216748,-0.8571428571428571,-0.3793103448275862,-0.4778325123152709,1
2026-04-18,15:30,Nacional,Alverca,1.0,0.0,H,0.0,0.0,D,2.0,1.0,0.0,0.0,25-26,15,10,25,35,6,9,-10.0,-15.0,29,29,88.0,64.0,6.0,4.0,18,14.0,19.0,0.6,1.0,13.0,1.6,1.6,30.0,5,-5.0,-17.0,5.0,0.8620689655172413,1.206896551724138,-0.3448275862068966,-0.3448275862068966,-0.5172413793103449,0.1724137931034483,1
2026-04-17,20:45,Rio Ave,AVS,2.0,2.0,D,1.0,1.0,D,1.0,2.0,0.0,0.0,25-26,11,18,33,12,8,1,-17.0,-43.0,29,29,78.0,65.0,4.0,5.0,4,12.0,17.0,1.6,0.8,33.0,0.2,1.0,9.0,-7,-5.0,24.0,26.0,1.1379310344827587,0.41379310344827586,0.7241379310344829,-0.5862068965517241,-1.4827586206896552,0.8965517241379312,1
2026-04-13,20:15,Tondela,Gil Vicente,2.0,2.0,D,1.0,1.0,D,6.0,2.0,0.0,0.0,25-26,17,6,20,45,4,12,-25.0,14.0,27,28,68.0,68.0,3.0,4.0,15,19.0,13.0,0.8,1.6,9.0,1.6,1.4,20.0,11,6.0,-11.0,-39.0,0.7407407407407407,1.6071428571428572,-0.8664021164021165,-0.9259259259259259,0.5,-1.425925925925926,1
2026-04-12,20:30,Estoril,Porto,1.0,3.0,A,0.0,2.0,A,3.0,1.0,0.0,0.0,25-26,7,1,37,73,10,23,3.0,43.0,28,28,70.0,68.0,0.0,2.0,17,8.0,3.0,0.8,1.6,11.0,2.4,1.2,31.0,6,5.0,-20.0,-40.0,1.3214285714285714,2.607142857142857,-1.2857142857142858,0.10714285714285714,1.5357142857142858,-1.4285714285714286,1
2026-04-12,18:00,Sp Braga,Arouca,1.0,0.0,H,0.0,0.0,D,2.0,2.0,1.0,0.0,25-26,4,12,49,32,14,9,27.0,-20.0,27,28,57.0,78.0,2.0,9.0,14,4.0,11.0,1.8,1.4,27.0,1.2,1.6,27.0,-8,-7.0,0.0,47.0,1.8148148148148149,1.1428571428571428,0.6719576719576721,1.0,-0.7142857142857143,1.7142857142857144,1
2026-04-12,18:00,Benfica,Nacional,2.0,0.0,H,2.0,0.0,H,1.0,5.0,0.0,0.0,25-26,3,15,66,25,19,6,41.0,-8.0,28,28,56.0,83.0,3.0,6.0,6,2.0,14.0,2.0,1.0,31.0,0.8,1.0,17.0,-12,-12.0,14.0,49.0,2.357142857142857,0.8928571428571429,1.4642857142857144,1.4642857142857142,-0.2857142857142857,1.75,1
2026-04-12,15:30,Alverca,Casa Pia,3.0,1.0,H,0.0,1.0,A,0.0,0.0,0.0,0.0,25-26,11,16,32,25,8,5,-17.0,-22.0,28,27,64.0,78.0,4.0,2.0,28,19.0,9.0,1.2,1.6,21.0,0.4,1.6,10.0,-5,10.0,11.0,5.0,1.1428571428571428,0.9259259259259259,0.21693121693121686,-0.6071428571428571,-0.8148148148148148,0.20767195767195767,1
2026-04-11,20:30,Estrela,Sp Lisbon,0.0,1.0,A,0.0,0.0,D,3.0,1.0,0.0,0.0,25-26,14,2,28,68,6,21,-14.0,55.0,28,27,71.0,64.0,4.0,3.0,26,15.0,1.0,1.4,1.2,15.0,3.2,1.0,39.0,12,14.0,-24.0,-69.0,1.0,2.5185185185185186,-1.5185185185185186,-0.5,2.037037037037037,-2.537037037037037,1
2026-04-11,18:00,Santa Clara,Rio Ave,0.0,2.0,A,0.0,0.0,D,2.0,3.0,0.0,0.0,25-26,13,12,28,30,7,7,-9.0,-19.0,28,28,83.0,75.0,4.0,4.0,19,5.0,12.0,1.6,1.2,28.0,1.2,0.8,28.0,1,-7.0,0.0,10.0,1.0,1.0714285714285714,-0.0714285714285714,-0.32142857142857145,-0.6785714285714286,0.35714285714285715,1
2026-04-11,15:30,AVS,Guimaraes,1.0,1.0,D,1.0,1.0,D,5.0,1.0,0.0,0.0,25-26,18,9,11,35,1,10,-43.0,-8.0,28,28,60.0,65.0,5.0,3.0,27,17.0,6.0,0.0,0.8,7.0,1.4,1.6,16.0,9,11.0,-9.0,-35.0,0.39285714285714285,1.25,-0.8571428571428572,-1.5357142857142858,-0.2857142857142857,-1.25,1
2026-04-10,20:45,Famalicao,Moreirense,1.0,1.0,D,0.0,1.0,A,5.0,6.0,0.0,0.0,25-26,5,9,46,35,13,10,11.0,-9.0,28,28,72.0,70.0,2.0,3.0,21,7.0,10.0,1.2,0.6,33.0,0.4,1.4,3.0,-4,-3.0,30.0,20.0,1.6428571428571428,1.25,0.3928571428571428,0.39285714285714285,-0.32142857142857145,0.7142857142857143,1
2026-04-06,20:45,Casa Pia,Benfica,1.0,1.0,D,0.0,0.0,D,1.0,0.0,0.0,0.0,25-26,16,3,24,65,5,19,-22.0,41.0,26,27,77.0,56.0,2.0,3.0,25,9.0,2.0,0.8,1.8,10.0,2.4,0.8,39.0,13,7.0,-29.0,-63.0,0.9230769230769231,2.4074074074074074,-1.4843304843304843,-0.8461538461538461,1.5185185185185186,-2.364672364672365,1
2026-04-06,18:45,Arouca,Estoril,3.0,2.0,H,2.0,2.0,D,3.0,2.0,0.0,0.0,25-26,12,7,29,37,8,10,-21.0,4.0,27,27,75.0,68.0,9.0,0.0,23,11.0,8.0,1.2,1.2,18.0,1.0,1.2,18.0,5,3.0,0.0,-25.0,1.0740740740740742,1.3703703703703705,-0.2962962962962963,-0.7777777777777778,0.14814814814814814,-0.9259259259259259,1
2026-04-04,20:30,Porto,Famalicao,2.0,2.0,D,1.0,0.0,H,5.0,4.0,0.0,0.0,25-26,1,6,72,45,23,13,43.0,11.0,27,27,63.0,68.0,2.0,2.0,7,3.0,7.0,2.2,0.8,39.0,1.2,0.2,41.0,-5,-4.0,-2.0,32.0,2.6666666666666665,1.6666666666666667,0.9999999999999998,1.5925925925925926,0.4074074074074074,1.1851851851851851,1
2026-04-04,18:00,Rio Ave,Alverca,1.0,2.0,A,0.0,2.0,A,2.0,1.0,0.0,0.0,25-26,10,11,30,29,7,7,-18.0,-18.0,27,27,73.0,63.0,4.0,4.0,4,12.0,19.0,1.0,0.6,38.0,1.0,1.6,10.0,-1,-7.0,28.0,0.0,1.1111111111111112,1.0740740740740742,0.03703703703703698,-0.6666666666666666,-0.6666666666666666,0.0,1
2026-04-04,18:00,Moreirense,Sp Braga,0.0,1.0,A,0.0,1.0,A,0.0,3.0,0.0,0.0,25-26,9,4,35,46,10,13,-8.0,26.0,27,26,70.0,54.0,3.0,2.0,12,10.0,4.0,0.4,1.8,5.0,1.8,1.8,19.0,5,6.0,-14.0,-34.0,1.2962962962962963,1.7692307692307692,-0.4729344729344729,-0.2962962962962963,1.0,-1.2962962962962963,1
2026-04-04,15:30,Nacional,Estrela,2.0,0.0,H,1.0,0.0,H,4.0,3.0,0.0,0.0,25-26,16,14,22,28,5,6,-10.0,-12.0,27,27,79.0,68.0,6.0,4.0,18,14.0,15.0,0.4,1.6,3.0,1.4,1.2,20.0,2,-1.0,-17.0,2.0,0.8148148148148148,1.037037037037037,-0.2222222222222222,-0.37037037037037035,-0.4444444444444444,0.07407407407407407,1
2026-04-03,20:30,Sp Lisbon,Santa Clara,4.0,2.0,H,3.0,1.0,H,4.0,4.0,0.0,0.0,25-26,2,13,65,28,20,7,53.0,-7.0,26,27,60.0,79.0,3.0,4.0,9,1.0,5.0,2.6,0.6,37.0,1.4,0.6,39.0,-11,-4.0,-2.0,60.0,2.5,1.037037037037037,1.462962962962963,2.0384615384615383,-0.25925925925925924,2.2977207977207974,1
2026-04-03,18:00,Guimaraes,Tondela,5.0,0.0,H,2.0,0.0,H,1.0,1.0,0.0,0.0,25-26,9,17,32,20,9,4,-13.0,-20.0,27,26,64.0,67.0,3.0,3.0,8,6.0,19.0,0.8,2.2,2.0,1.0,0.8,15.0,-8,-13.0,-13.0,7.0,1.1851851851851851,0.7692307692307693,0.41595441595441585,-0.48148148148148145,-0.7692307692307693,0.2877492877492878,1
2026-04-03,15:30,Gil Vicente,AVS,3.0,0.0,H,2.0,0.0,H,2.0,1.0,0.0,0.0,25-26,6,18,42,11,11,1,11.0,-40.0,27,27,66.0,59.0,4.0,5.0,20,13.0,17.0,1.2,2.0,7.0,0.0,0.8,10.0,-12,-4.0,-3.0,51.0,1.5555555555555556,0.4074074074074074,1.1481481481481481,0.4074074074074074,-1.4814814814814814,1.8888888888888888,1
2026-03-22,20:30,Sp Braga,Porto,1.0,2.0,A,0.0,0.0,D,4.0,5.0,0.0,0.0,25-26,4,1,46,69,13,22,27.0,42.0,25,26,50.0,58.0,2.0,2.0,14,4.0,3.0,2.2,1.4,29.0,2.0,0.6,37.0,3,1.0,-8.0,-15.0,1.84,2.6538461538461537,-0.8138461538461537,1.08,1.6153846153846154,-0.5353846153846153,1
2026-03-22,18:00,Alverca,Sp Lisbon,1.0,4.0,A,0.0,1.0,A,1.0,2.0,0.0,0.0,25-26,11,3,29,62,7,19,-15.0,50.0,26,25,62.0,58.0,4.0,3.0,28,19.0,1.0,1.0,1.0,15.0,2.0,0.6,33.0,8,18.0,-18.0,-65.0,1.1153846153846154,2.48,-1.3646153846153846,-0.5769230769230769,2.0,-2.5769230769230766,1
2026-03-22,15:30,Estoril,Rio Ave,1.0,2.0,A,1.0,0.0,H,2.0,3.0,0.0,0.0,25-26,7,14,37,27,10,6,5.0,-19.0,26,26,66.0,70.0,0.0,4.0,17,8.0,12.0,0.8,1.4,25.0,0.8,0.8,30.0,-7,-4.0,-5.0,24.0,1.4230769230769231,1.0384615384615385,0.3846153846153846,0.19230769230769232,-0.7307692307692307,0.923076923076923,1
2026-03-21,20:30,Tondela,AVS,0.0,0.0,D,0.0,0.0,D,0.0,2.0,0.0,0.0,25-26,17,18,19,10,4,1,-20.0,-40.0,25,26,67.0,57.0,3.0,5.0,15,19.0,17.0,1.4,1.2,16.0,0.6,0.8,10.0,-1,2.0,6.0,20.0,0.76,0.38461538461538464,0.37538461538461537,-0.8,-1.5384615384615385,0.7384615384615385,1
2026-03-21,18:00,Santa Clara,Gil Vicente,1.0,0.0,H,0.0,0.0,D,1.0,2.0,0.0,0.0,25-26,14,6,25,42,6,11,-8.0,12.0,26,26,78.0,64.0,4.0,4.0,19,5.0,13.0,1.4,1.0,32.0,1.6,2.0,12.0,8,-8.0,20.0,-20.0,0.9615384615384616,1.6153846153846154,-0.6538461538461539,-0.3076923076923077,0.46153846153846156,-0.7692307692307693,1
2026-03-21,18:00,Benfica,Guimaraes,3.0,0.0,H,1.0,0.0,H,0.0,1.0,0.0,0.0,25-26,3,9,62,32,18,9,38.0,-10.0,26,26,56.0,63.0,3.0,3.0,6,2.0,6.0,2.2,1.0,37.0,1.2,1.8,6.0,-6,-4.0,31.0,48.0,2.3846153846153846,1.2307692307692308,1.1538461538461537,1.4615384615384615,-0.38461538461538464,1.846153846153846,1
2026-03-21,15:30,Moreirense,Arouca,0.0,1.0,A,0.0,0.0,D,1.0,2.0,0.0,0.0,25-26,8,13,35,26,10,7,-7.0,-22.0,26,26,69.0,73.0,3.0,9.0,12,10.0,11.0,0.8,1.8,10.0,1.4,1.8,6.0,-5,-1.0,4.0,15.0,1.3461538461538463,1.0,0.34615384615384626,-0.2692307692307692,-0.8461538461538461,0.5769230769230769,1
2026-03-21,15:30,Famalicao,Nacional,1.0,0.0,H,0.0,0.0,D,3.0,3.0,0.0,0.0,25-26,6,16,42,22,12,5,10.0,-9.0,26,26,65.0,76.0,2.0,6.0,21,7.0,14.0,1.0,0.4,36.0,0.4,1.6,4.0,-10,-7.0,32.0,19.0,1.6153846153846154,0.8461538461538461,0.7692307692307693,0.38461538461538464,-0.34615384615384615,0.7307692307692308,1
2026-03-20,20:15,Estrela,Casa Pia,4.0,0.0,H,3.0,0.0,H,3.0,2.0,0.0,0.0,25-26,14,15,25,24,5,5,-16.0,-18.0,26,25,65.0,75.0,4.0,2.0,26,15.0,9.0,0.8,1.6,7.0,0.8,1.0,16.0,-1,6.0,-9.0,2.0,0.9615384615384616,0.96,0.0015384615384615996,-0.6153846153846154,-0.72,0.10461538461538455,0
2026-03-15,20:30,Porto,Moreirense,3.0,0.0,H,2.0,0.0,H,1.0,1.0,0.0,0.0,25-26,1,8,66,35,21,10,39.0,-4.0,25,25,57.0,68.0,2.0,3.0,7,3.0,10.0,1.6,0.8,33.0,1.0,1.6,15.0,-7,-7.0,18.0,43.0,2.64,1.4,1.2400000000000002,1.56,-0.16,1.72,0
2026-03-15,18:00,Rio Ave,Estrela,2.0,1.0,H,1.0,0.0,H,4.0,2.0,0.0,0.0,25-26,15,13,24,25,5,5,-20.0,-15.0,25,25,66.0,63.0,4.0,4.0,4,12.0,15.0,0.4,1.2,19.0,0.8,1.2,12.0,2,-3.0,7.0,-5.0,0.96,1.0,-0.040000000000000036,-0.8,-0.6,-0.20000000000000007,0
2026-03-15,15:30,Nacional,Estoril,0.0,1.0,A,0.0,1.0,A,5.0,3.0,0.0,0.0,25-26,15,8,22,34,5,9,-8.0,4.0,25,25,71.0,63.0,6.0,0.0,18,14.0,8.0,0.4,1.4,6.0,1.0,1.8,15.0,7,6.0,-9.0,-12.0,0.88,1.36,-0.4800000000000001,-0.32,0.16,-0.48,0
2026-03-15,15:30,AVS,Santa Clara,0.0,1.0,A,0.0,0.0,D,2.0,1.0,1.0,0.0,25-26,18,16,10,22,1,5,-39.0,-9.0,25,25,55.0,77.0,4.0,4.0,27,17.0,5.0,0.8,1.2,15.0,1.2,1.2,22.0,2,12.0,-7.0,-30.0,0.4,0.88,-0.48,-1.56,-0.36,-1.2000000000000002,0
2026-03-14,20:30,Arouca,Benfica,1.0,2.0,A,1.0,0.0,H,5.0,5.0,1.0,1.0,25-26,11,3,26,59,7,17,-21.0,37.0,25,25,68.0,51.0,8.0,2.0,23,11.0,2.0,1.8,1.8,12.0,2.2,1.0,35.0,8,9.0,-23.0,-58.0,1.04,2.36,-1.3199999999999998,-0.84,1.48,-2.32,0
2026-03-14,18:00,Gil Vicente,Alverca,2.0,2.0,D,1.0,0.0,H,3.0,1.0,0.0,0.0,25-26,6,10,41,28,11,7,12.0,-15.0,25,25,61.0,61.0,4.0,4.0,20,13.0,19.0,1.6,1.8,14.0,0.8,1.0,14.0,-4,-6.0,0.0,27.0,1.64,1.12,0.5199999999999998,0.48,-0.6,1.08,0
2026-03-14,15:30,Guimaraes,Famalicao,1.0,2.0,A,1.0,1.0,D,1.0,1.0,0.0,0.0,25-26,9,6,32,39,9,11,-9.0,9.0,25,25,62.0,64.0,3.0,2.0,8,6.0,7.0,1.4,2.0,10.0,1.2,0.4,31.0,3,-1.0,-21.0,-18.0,1.28,1.56,-0.28,-0.36,0.36,-0.72,0
2026-03-09,20:15,Tondela,Rio Ave,0.0,1.0,A,0.0,0.0,D,0.0,5.0,0.0,0.0,25-26,17,16,19,21,4,4,-19.0,-21.0,24,24,67.0,61.0,3.0,4.0,15,19.0,12.0,1.4,1.0,23.0,0.2,1.8,5.0,1,7.0,18.0,2.0,0.7916666666666666,0.875,-0.08333333333333337,-0.7916666666666666,-0.875,0.08333333333333337,0
2026-03-08,20:30,Santa Clara,Guimaraes,2.0,0.0,H,2.0,0.0,H,3.0,2.0,0.0,0.0,25-26,16,9,19,32,4,9,-11.0,-7.0,24,24,74.0,60.0,4.0,3.0,19,5.0,6.0,1.2,2.0,9.0,1.6,1.6,17.0,7,-1.0,-8.0,-4.0,0.7916666666666666,1.3333333333333333,-0.5416666666666666,-0.4583333333333333,-0.2916666666666667,-0.16666666666666663,0
2026-03-08,18:00,Benfica,Porto,2.0,2.0,D,0.0,2.0,A,2.0,6.0,0.0,0.0,25-26,3,1,58,65,17,21,37.0,39.0,24,24,49.0,51.0,2.0,2.0,6,2.0,3.0,1.8,0.6,43.0,1.4,0.8,38.0,2,-1.0,5.0,-2.0,2.4166666666666665,2.7083333333333335,-0.29166666666666696,1.5416666666666667,1.625,-0.08333333333333326,0
2026-03-08,15:30,Estrela,Gil Vicente,2.0,2.0,D,0.0,1.0,A,1.0,2.0,0.0,0.0,25-26,12,5,24,40,5,11,-15.0,12.0,24,24,62.0,59.0,4.0,4.0,26,15.0,13.0,0.6,1.0,12.0,2.2,1.4,18.0,7,2.0,-6.0,-27.0,1.0,1.6666666666666667,-0.6666666666666667,-0.625,0.5,-1.125,0
2026-03-07,20:30,Estoril,Casa Pia,0.0,0.0,D,0.0,0.0,D,2.0,2.0,0.0,0.0,25-26,8,13,33,23,9,5,4.0,-18.0,24,24,61.0,73.0,0.0,2.0,17,8.0,9.0,1.8,2.2,17.0,1.2,1.2,19.0,-5,-1.0,-2.0,22.0,1.375,0.9583333333333334,0.41666666666666663,0.16666666666666666,-0.75,0.9166666666666666,0
2026-03-07,18:00,Sp Braga,Sp Lisbon,2.0,2.0,D,1.0,2.0,A,3.0,3.0,0.0,0.0,25-26,4,2,45,61,13,19,27.0,50.0,24,24,47.0,55.0,2.0,3.0,14,4.0,1.0,2.6,1.0,36.0,2.0,0.4,41.0,2,3.0,-5.0,-23.0,1.875,2.5416666666666665,-0.6666666666666665,1.125,2.0833333333333335,-0.9583333333333335,0
2026-03-07,15:30,Moreirense,Nacional,1.0,1.0,D,1.0,0.0,H,4.0,2.0,0.0,0.0,25-26,7,14,34,21,10,5,-4.0,-8.0,24,24,64.0,69.0,3.0,6.0,12,10.0,14.0,0.8,1.6,14.0,0.4,1.6,2.0,-7,-4.0,12.0,4.0,1.4166666666666667,0.875,0.5416666666666667,-0.16666666666666666,-0.3333333333333333,0.16666666666666666,0
2026-03-07,15:30,Alverca,AVS,0.0,0.0,D,0.0,0.0,D,1.0,3.0,0.0,0.0,25-26,10,18,27,9,7,1,-15.0,-39.0,24,24,60.0,52.0,4.0,4.0,28,19.0,17.0,1.0,1.2,13.0,0.8,2.0,14.0,-8,2.0,-1.0,24.0,1.125,0.375,0.75,-0.625,-1.625,1.0,0
2026-03-06,20:15,Famalicao,Arouca,1.0,0.0,H,0.0,0.0,D,1.0,1.0,0.0,0.0,25-26,6,11,36,26,10,7,8.0,-20.0,24,24,63.0,67.0,2.0,8.0,21,7.0,11.0,1.0,1.4,23.0,2.4,1.6,21.0,-5,-4.0,2.0,28.0,1.5,1.0833333333333333,0.41666666666666674,0.3333333333333333,-0.8333333333333334,1.1666666666666667,0
2026-03-02,20:15,Gil Vicente,Benfica,1.0,2.0,A,0.0,1.0,A,2.0,3.0,0.0,0.0,25-26,5,3,40,55,11,16,13.0,36.0,23,23,57.0,46.0,4.0,2.0,20,13.0,2.0,2.0,1.6,27.0,2.2,0.4,41.0,2,11.0,-14.0,-23.0,1.7391304347826086,2.391304347826087,-0.6521739130434783,0.5652173913043478,1.565217391304348,-1.0,0
2026-03-01,20:30,Rio Ave,Famalicao,0.0,0.0,D,0.0,0.0,D,4.0,2.0,0.0,0.0,25-26,15,6,20,35,4,10,-21.0,8.0,23,23,57.0,61.0,4.0,2.0,4,12.0,7.0,0.2,2.6,0.0,1.6,1.4,27.0,9,5.0,-27.0,-29.0,0.8695652173913043,1.5217391304347827,-0.6521739130434784,-0.9130434782608695,0.34782608695652173,-1.2608695652173911,0
2026-03-01,18:00,Casa Pia,Moreirense,1.0,1.0,D,1.0,0.0,H,2.0,3.0,0.0,0.0,25-26,13,8,22,33,5,10,-18.0,-4.0,23,23,71.0,61.0,2.0,3.0,25,9.0,10.0,1.6,1.6,22.0,0.8,1.4,15.0,5,-1.0,7.0,-14.0,0.9565217391304348,1.434782608695652,-0.4782608695652173,-0.782608695652174,-0.17391304347826086,-0.6086956521739131,0
2026-03-01,15:30,Tondela,Santa Clara,2.0,2.0,D,1.0,1.0,D,3.0,2.0,0.0,0.0,25-26,17,16,18,18,4,4,-19.0,-11.0,23,23,64.0,72.0,3.0,4.0,15,19.0,5.0,1.0,1.2,24.0,0.8,1.8,5.0,1,14.0,19.0,-8.0,0.782608695652174,0.782608695652174,0.0,-0.8260869565217391,-0.4782608695652174,-0.34782608695652173,0
2026-02-28,20:30,Guimaraes,Alverca,1.0,1.0,D,0.0,0.0,D,1.0,2.0,0.0,0.0,25-26,9,10,31,26,9,7,-7.0,-15.0,23,23,59.0,58.0,3.0,4.0,8,6.0,19.0,1.8,2.2,18.0,0.8,2.0,11.0,-1,-13.0,7.0,8.0,1.3478260869565217,1.1304347826086956,0.21739130434782616,-0.30434782608695654,-0.6521739130434783,0.34782608695652173,0
2026-02-28,18:00,Nacional,Sp Braga,1.0,2.0,A,0.0,1.0,A,2.0,3.0,0.0,0.0,25-26,14,4,21,42,5,12,-7.0,26.0,23,23,67.0,44.0,6.0,2.0,18,14.0,4.0,1.0,1.2,6.0,3.2,0.8,33.0,10,10.0,-27.0,-33.0,0.9130434782608695,1.826086956521739,-0.9130434782608695,-0.30434782608695654,1.1304347826086956,-1.434782608695652,0
2026-02-28,15:30,AVS,Estrela,0.0,0.0,D,0.0,0.0,D,2.0,1.0,0.0,0.0,25-26,18,12,8,23,1,5,-39.0,-15.0,23,23,50.0,61.0,4.0,4.0,27,17.0,15.0,1.4,2.6,13.0,0.6,1.8,11.0,6,2.0,2.0,-24.0,0.34782608695652173,1.0,-0.6521739130434783,-1.6956521739130435,-0.6521739130434783,-1.0434782608695652,0
2026-02-27,20:45,Sp Lisbon,Estoril,3.0,0.0,H,2.0,0.0,H,2.0,3.0,0.0,0.0,25-26,2,7,58,33,18,9,47.0,7.0,23,23,53.0,58.0,3.0,0.0,9,1.0,8.0,1.8,0.6,39.0,2.6,2.0,27.0,-5,-7.0,12.0,40.0,2.5217391304347827,1.434782608695652,1.0869565217391306,2.0434782608695654,0.30434782608695654,1.7391304347826089,0
2026-02-27,18:45,Porto,Arouca,3.0,1.0,H,1.0,0.0,H,0.0,2.0,0.0,0.0,25-26,1,11,62,26,20,7,37.0,-18.0,23,23,51.0,65.0,2.0,8.0,7,3.0,11.0,1.4,0.6,33.0,2.4,1.4,30.0,-10,-8.0,3.0,55.0,2.6956521739130435,1.1304347826086956,1.565217391304348,1.608695652173913,-0.782608695652174,2.391304347826087,0
2026-02-23,20:15,Famalicao,Casa Pia,2.0,0.0,H,1.0,0.0,H,3.0,2.0,0.0,0.0,25-26,8,13,32,22,9,5,6.0,-16.0,22,22,58.0,69.0,2.0,2.0,21,7.0,9.0,1.4,1.4,21.0,1.6,1.8,30.0,-5,-2.0,-9.0,22.0,1.4545454545454546,1.0,0.4545454545454546,0.2727272727272727,-0.7272727272727273,1.0,0
2026-02-22,20:30,Porto,Rio Ave,1.0,0.0,H,1.0,0.0,H,2.0,3.0,0.0,0.0,25-26,1,15,59,20,19,4,36.0,-20.0,22,22,49.0,54.0,2.0,4.0,7,3.0,12.0,1.4,0.6,28.0,0.2,2.8,0.0,-14,-9.0,28.0,56.0,2.6818181818181817,0.9090909090909091,1.7727272727272725,1.6363636363636365,-0.9090909090909091,2.5454545454545454,0
2026-02-22,18:00,Estoril,Gil Vicente,3.0,1.0,H,1.0,1.0,D,0.0,0.0,0.0,0.0,25-26,9,5,30,40,8,11,5.0,15.0,22,22,58.0,57.0,0.0,4.0,17,8.0,13.0,3.0,1.8,22.0,2.2,1.2,39.0,4,-5.0,-17.0,-10.0,1.3636363636363635,1.8181818181818181,-0.4545454545454546,0.22727272727272727,0.6818181818181818,-0.4545454545454545,0
2026-02-21,20:30,Sp Braga,Guimaraes,3.0,2.0,H,2.0,1.0,H,2.0,3.0,0.0,0.0,25-26,5,8,39,31,11,9,25.0,-6.0,22,22,42.0,56.0,2.0,3.0,14,4.0,6.0,2.8,0.4,30.0,1.4,1.8,24.0,-3,-2.0,6.0,31.0,1.7727272727272727,1.4090909090909092,0.36363636363636354,1.1363636363636365,-0.2727272727272727,1.4090909090909092,0
2026-02-21,18:00,Moreirense,Sp Lisbon,0.0,3.0,A,0.0,0.0,D,1.0,1.0,0.0,0.0,25-26,6,2,33,55,10,17,-1.0,44.0,22,22,60.0,52.0,3.0,3.0,12,10.0,1.0,1.0,1.2,21.0,1.8,0.6,37.0,4,9.0,-16.0,-45.0,1.5,2.5,-1.0,-0.045454545454545456,2.0,-2.0454545454545454,0
2026-02-21,18:00,Benfica,AVS,3.0,0.0,H,3.0,0.0,H,0.0,0.0,0.0,0.0,25-26,3,18,52,8,15,1,33.0,-36.0,22,22,46.0,50.0,2.0,4.0,6,2.0,17.0,2.0,0.4,39.0,1.4,2.2,17.0,-15,-15.0,22.0,69.0,2.3636363636363638,0.36363636363636365,2.0,1.5,-1.6363636363636365,3.1363636363636367,0
